order_item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
OI001759,ORD000840,PROD0040,1,5311.32,0.0,5311.32
OI001760,ORD000841,PROD0033,2,2386.05,0.15,4056.29
OI001761,ORD000841,PROD0049,1,482.17,0.1,433.95
OI001762,ORD000842,PROD0049,1,482.17,0.1,433.95
OI001763,ORD000842,PROD0050,2,750.27,0.2,1200.43
OI001764,ORD000843,PROD0008,1,1111.28,0.05,1055.72
OI001765,ORD000843,PROD0046,1,425.08,0.0,425.08
OI001766,ORD000844,PROD0044,1,311.15,0.05,295.59
OI001767,ORD000844,PROD0043,1,2914.27,0.1,2622.84
OI001768,ORD000844,PROD0024,1,3493.68,0.0,3493.68
OI001769,ORD000844,PROD0001,1,2978.99,0.0,2978.99
OI001770,ORD000845,PROD0011,2,1364.75,0.0,2729.5
OI001771,ORD000846,PROD0050,1,750.27,0.1,675.24
OI001772,ORD000847,PROD0042,1,3177.33,0.0,3177.33
OI001773,ORD000848,PROD0043,1,2914.27,0.0,2914.27
OI001774,ORD000849,PROD0017,1,4778.51,0.0,4778.51
OI001775,ORD000850,PROD0029,1,2073.63,0.1,1866.27
OI001776,ORD000851,PROD0049,1,482.17,0.0,482.17
OI001777,ORD000851,PROD0034,1,623.0,0.0,623.0
OI001778,ORD000852,PROD0028,1,9171.98,0.0,9171.98
OI001779,ORD000852,PROD0049,1,482.17,0.0,482.17
OI001780,ORD000852,PROD0046,3,425.08,0.0,1275.24
OI001781,ORD000852,PROD0031,1,862.99,0.0,862.99
OI001782,ORD000853,PROD0007,1,2398.35,0.0,2398.35
OI001783,ORD000853,PROD0003,1,3142.61,0.1,2828.35
OI001784,ORD000854,PROD0044,1,311.15,0.0,311.15
OI001785,ORD000855,PROD0007,1,2398.35,0.1,2158.52
OI001786,ORD000855,PROD0008,2,1111.28,0.2,1778.05
OI001787,ORD000856,PROD0043,1,2914.27,0.0,2914.27
OI001788,ORD000856,PROD0031,1,862.99,0.15,733.54
OI001789,ORD000856,PROD0040,2,5311.32,0.0,10622.64
OI001790,ORD000857,PROD0040,1,5311.32,0.0,5311.32
OI001791,ORD000858,PROD0034,1,623.0,0.0,623.0
OI001792,ORD000858,PROD0049,1,482.17,0.0,482.17
OI001793,ORD000858,PROD0033,2,2386.05,0.05,4533.5
OI001794,ORD000859,PROD0050,1,750.27,0.1,675.24
OI001795,ORD000860,PROD0049,2,482.17,0.15,819.69
OI001796,ORD000861,PROD0007,1,2398.35,0.0,2398.35
OI001797,ORD000861,PROD0049,3,482.17,0.0,1446.51
OI001798,ORD000861,PROD0013,1,2374.52,0.05,2255.79
OI001799,ORD000862,PROD0013,3,2374.52,0.05,6767.38
OI001800,ORD000863,PROD0006,1,657.82,0.05,624.93
OI001801,ORD000864,PROD0049,1,482.17,0.1,433.95
OI001802,ORD000864,PROD0004,1,1971.0,0.05,1872.45
OI001803,ORD000865,PROD0013,1,2374.52,0.05,2255.79
OI001804,ORD000865,PROD0050,2,750.27,0.05,1425.51
OI001805,ORD000865,PROD0028,2,9171.98,0.1,16509.56
OI001806,ORD000865,PROD0034,1,623.0,0.05,591.85
OI001807,ORD000865,PROD0049,1,482.17,0.0,482.17
OI001808,ORD000866,PROD0033,1,2386.05,0.0,2386.05
OI001809,ORD000866,PROD0007,2,2398.35,0.0,4796.7
OI001810,ORD000867,PROD0013,1,2374.52,0.2,1899.62
OI001811,ORD000867,PROD0042,2,3177.33,0.0,6354.66
OI001812,ORD000867,PROD0007,1,2398.35,0.05,2278.43
OI001813,ORD000867,PROD0040,1,5311.32,0.0,5311.32
OI001814,ORD000868,PROD0014,1,2757.65,0.0,2757.65
OI001815,ORD000868,PROD0040,1,5311.32,0.05,5045.75
OI001816,ORD000868,PROD0009,1,7194.38,0.05,6834.66
OI001817,ORD000869,PROD0049,2,482.17,0.0,964.34
OI001818,ORD000870,PROD0024,2,3493.68,0.0,6987.36
OI001819,ORD000871,PROD0023,1,2142.79,0.0,2142.79
OI001820,ORD000872,PROD0013,1,2374.52,0.05,2255.79
OI001821,ORD000872,PROD0018,1,4185.64,0.05,3976.36
OI001822,ORD000872,PROD0020,2,4914.12,0.1,8845.42
OI001823,ORD000873,PROD0004,1,1971.0,0.0,1971.0
OI001824,ORD000873,PROD0049,3,482.17,0.0,1446.51
OI001825,ORD000874,PROD0003,1,3142.61,0.0,3142.61
OI001826,ORD000874,PROD0036,1,1808.21,0.0,1808.21
OI001827,ORD000874,PROD0034,2,623.0,0.15,1059.1
OI001828,ORD000874,PROD0013,1,2374.52,0.1,2137.07
OI001829,ORD000875,PROD0013,1,2374.52,0.2,1899.62
OI001830,ORD000876,PROD0007,1,2398.35,0.15,2038.6
OI001831,ORD000877,PROD0003,1,3142.61,0.1,2828.35
OI001832,ORD000878,PROD0013,1,2374.52,0.1,2137.07
OI001833,ORD000878,PROD0032,3,1603.35,0.0,4810.05
OI001834,ORD000879,PROD0023,1,2142.79,0.0,2142.79
OI001835,ORD000880,PROD0050,1,750.27,0.1,675.24
OI001836,ORD000880,PROD0020,1,4914.12,0.1,4422.71
OI001837,ORD000880,PROD0034,1,623.0,0.1,560.7
OI001838,ORD000881,PROD0029,1,2073.63,0.0,2073.63
OI001839,ORD000882,PROD0034,2,623.0,0.0,1246.0
OI001840,ORD000882,PROD0028,1,9171.98,0.0,9171.98
OI001841,ORD000882,PROD0007,2,2398.35,0.15,4077.2
OI001842,ORD000882,PROD0030,1,1158.24,0.0,1158.24
OI001843,ORD000883,PROD0044,2,311.15,0.05,591.18
OI001844,ORD000884,PROD0025,1,1494.98,0.0,1494.98
OI001845,ORD000884,PROD0013,1,2374.52,0.1,2137.07
OI001846,ORD000885,PROD0040,1,5311.32,0.0,5311.32
OI001847,ORD000886,PROD0020,1,4914.12,0.0,4914.12
OI001848,ORD000887,PROD0049,1,482.17,0.2,385.74
OI001849,ORD000887,PROD0033,1,2386.05,0.05,2266.75
OI001850,ORD000887,PROD0034,1,623.0,0.1,560.7
OI001851,ORD000887,PROD0040,1,5311.32,0.15,4514.62
OI001852,ORD000888,PROD0007,1,2398.35,0.0,2398.35
OI001853,ORD000888,PROD0049,1,482.17,0.2,385.74
OI001854,ORD000888,PROD0013,1,2374.52,0.0,2374.52
OI001855,ORD000888,PROD0024,1,3493.68,0.0,3493.68
OI001856,ORD000889,PROD0049,1,482.17,0.2,385.74
OI001857,ORD000889,PROD0044,1,311.15,0.05,295.59
OI001858,ORD000890,PROD0013,2,2374.52,0.05,4511.59
OI001859,ORD000891,PROD0049,1,482.17,0.0,482.17
OI001860,ORD000892,PROD0033,1,2386.05,0.0,2386.05
OI001861,ORD000893,PROD0007,1,2398.35,0.0,2398.35
OI001862,ORD000893,PROD0031,2,862.99,0.0,1725.98
OI001863,ORD000894,PROD0013,2,2374.52,0.2,3799.23
OI001864,ORD000894,PROD0049,1,482.17,0.0,482.17
OI001865,ORD000894,PROD0007,1,2398.35,0.0,2398.35
OI001866,ORD000894,PROD0044,1,311.15,0.1,280.03
OI001867,ORD000895,PROD0020,1,4914.12,0.0,4914.12
OI001868,ORD000895,PROD0031,1,862.99,0.15,733.54
OI001869,ORD000896,PROD0007,1,2398.35,0.05,2278.43
OI001870,ORD000897,PROD0050,1,750.27,0.1,675.24
OI001871,ORD000898,PROD0033,1,2386.05,0.0,2386.05
OI001872,ORD000898,PROD0043,2,2914.27,0.0,5828.54
OI001873,ORD000898,PROD0049,1,482.17,0.15,409.84
OI001874,ORD000898,PROD0008,1,1111.28,0.05,1055.72
OI001875,ORD000899,PROD0013,1,2374.52,0.0,2374.52
OI001876,ORD000900,PROD0040,2,5311.32,0.1,9560.38
OI001877,ORD000900,PROD0009,2,7194.38,0.1,12949.88
OI001878,ORD000900,PROD0049,2,482.17,0.0,964.34
OI001879,ORD000900,PROD0032,1,1603.35,0.05,1523.18
OI001880,ORD000900,PROD0050,1,750.27,0.15,637.73
OI001881,ORD000901,PROD0049,2,482.17,0.05,916.12
OI001882,ORD000901,PROD0023,2,2142.79,0.0,4285.58
OI001883,ORD000902,PROD0017,1,4778.51,0.1,4300.66
OI001884,ORD000903,PROD0049,2,482.17,0.0,964.34
OI001885,ORD000903,PROD0007,1,2398.35,0.15,2038.6
OI001886,ORD000904,PROD0020,1,4914.12,0.1,4422.71
OI001887,ORD000904,PROD0048,1,645.89,0.1,581.3
OI001888,ORD000905,PROD0040,1,5311.32,0.05,5045.75
OI001889,ORD000905,PROD0013,2,2374.52,0.2,3799.23
OI001890,ORD000906,PROD0049,2,482.17,0.1,867.91
OI001891,ORD000906,PROD0031,2,862.99,0.0,1725.98
OI001892,ORD000907,PROD0049,1,482.17,0.0,482.17
OI001893,ORD000908,PROD0040,1,5311.32,0.1,4780.19
OI001894,ORD000909,PROD0013,2,2374.52,0.0,4749.04
OI001895,ORD000910,PROD0013,2,2374.52,0.1,4274.14
OI001896,ORD000910,PROD0005,1,1478.08,0.0,1478.08
OI001897,ORD000910,PROD0044,2,311.15,0.1,560.07
OI001898,ORD000910,PROD0029,1,2073.63,0.05,1969.95
OI001899,ORD000910,PROD0007,1,2398.35,0.05,2278.43
OI001900,ORD000911,PROD0049,1,482.17,0.1,433.95
OI001901,ORD000911,PROD0024,1,3493.68,0.0,3493.68
OI001902,ORD000912,PROD0013,1,2374.52,0.0,2374.52
OI001903,ORD000912,PROD0050,3,750.27,0.15,1913.19
OI001904,ORD000913,PROD0029,1,2073.63,0.0,2073.63
OI001905,ORD000914,PROD0044,1,311.15,0.1,280.03
OI001906,ORD000914,PROD0049,1,482.17,0.1,433.95
OI001907,ORD000914,PROD0013,1,2374.52,0.0,2374.52
OI001908,ORD000915,PROD0013,1,2374.52,0.0,2374.52
OI001909,ORD000916,PROD0044,3,311.15,0.0,933.45
OI001910,ORD000916,PROD0007,1,2398.35,0.05,2278.43
OI001911,ORD000916,PROD0049,2,482.17,0.05,916.12
OI001912,ORD000916,PROD0029,1,2073.63,0.1,1866.27
OI001913,ORD000916,PROD0032,1,1603.35,0.1,1443.02
OI001914,ORD000917,PROD0050,2,750.27,0.0,1500.54
OI001915,ORD000917,PROD0023,1,2142.79,0.0,2142.79
OI001916,ORD000917,PROD0006,1,657.82,0.1,592.04
OI001917,ORD000918,PROD0032,1,1603.35,0.0,1603.35
OI001918,ORD000918,PROD0014,1,2757.65,0.0,2757.65
OI001919,ORD000918,PROD0050,1,750.27,0.2,600.22
OI001920,ORD000919,PROD0033,1,2386.05,0.1,2147.45
OI001921,ORD000920,PROD0013,1,2374.52,0.0,2374.52
OI001922,ORD000920,PROD0001,3,2978.99,0.05,8490.12
OI001923,ORD000921,PROD0040,1,5311.32,0.05,5045.75
OI001924,ORD000921,PROD0050,1,750.27,0.05,712.76
OI001925,ORD000921,PROD0022,1,1469.28,0.2,1175.42
OI001926,ORD000922,PROD0007,2,2398.35,0.0,4796.7
OI001927,ORD000923,PROD0003,1,3142.61,0.0,3142.61
OI001928,ORD000923,PROD0014,2,2757.65,0.1,4963.77
OI001929,ORD000923,PROD0050,1,750.27,0.0,750.27
OI001930,ORD000923,PROD0018,3,4185.64,0.0,12556.92
OI001931,ORD000923,PROD0013,2,2374.52,0.0,4749.04
OI001932,ORD000924,PROD0024,2,3493.68,0.05,6637.99
OI001933,ORD000925,PROD0031,1,862.99,0.05,819.84
OI001934,ORD000925,PROD0022,1,1469.28,0.2,1175.42
OI001935,ORD000926,PROD0049,2,482.17,0.0,964.34
OI001936,ORD000927,PROD0013,1,2374.52,0.0,2374.52
OI001937,ORD000927,PROD0048,1,645.89,0.2,516.71
OI001938,ORD000928,PROD0050,1,750.27,0.0,750.27
OI001939,ORD000929,PROD0032,1,1603.35,0.0,1603.35
OI001940,ORD000929,PROD0021,1,3340.76,0.0,3340.76
OI001941,ORD000929,PROD0049,1,482.17,0.15,409.84
OI001942,ORD000929,PROD0024,1,3493.68,0.0,3493.68
OI001943,ORD000930,PROD0007,1,2398.35,0.05,2278.43
OI001944,ORD000930,PROD0011,3,1364.75,0.1,3684.82
OI001945,ORD000931,PROD0007,1,2398.35,0.1,2158.52
OI001946,ORD000932,PROD0049,1,482.17,0.1,433.95
OI001947,ORD000933,PROD0034,1,623.0,0.05,591.85
OI001948,ORD000933,PROD0017,2,4778.51,0.0,9557.02
OI001949,ORD000934,PROD0049,1,482.17,0.0,482.17
OI001950,ORD000935,PROD0038,1,2871.85,0.05,2728.26
OI001951,ORD000936,PROD0038,2,2871.85,0.05,5456.52
OI001952,ORD000936,PROD0007,2,2398.35,0.0,4796.7
OI001953,ORD000936,PROD0034,1,623.0,0.0,623.0
OI001954,ORD000937,PROD0003,1,3142.61,0.0,3142.61
OI001955,ORD000937,PROD0025,1,1494.98,0.0,1494.98
OI001956,ORD000938,PROD0049,1,482.17,0.05,458.06
OI001957,ORD000938,PROD0050,2,750.27,0.0,1500.54
OI001958,ORD000938,PROD0002,1,4273.58,0.05,4059.9
OI001959,ORD000938,PROD0031,3,862.99,0.0,2588.97
OI001960,ORD000939,PROD0011,2,1364.75,0.0,2729.5
OI001961,ORD000940,PROD0040,1,5311.32,0.0,5311.32
OI001962,ORD000941,PROD0007,1,2398.35,0.1,2158.52
OI001963,ORD000942,PROD0032,1,1603.35,0.1,1443.02
OI001964,ORD000942,PROD0028,1,9171.98,0.0,9171.98
OI001965,ORD000942,PROD0024,3,3493.68,0.1,9432.94
OI001966,ORD000943,PROD0049,1,482.17,0.0,482.17
OI001967,ORD000943,PROD0029,1,2073.63,0.0,2073.63
OI001968,ORD000944,PROD0007,2,2398.35,0.0,4796.7
OI001969,ORD000944,PROD0011,2,1364.75,0.1,2456.55
OI001970,ORD000945,PROD0049,2,482.17,0.0,964.34
OI001971,ORD000946,PROD0005,1,1478.08,0.05,1404.18
OI001972,ORD000947,PROD0032,1,1603.35,0.1,1443.02
OI001973,ORD000948,PROD0024,2,3493.68,0.05,6637.99
OI001974,ORD000948,PROD0014,2,2757.65,0.0,5515.3
OI001975,ORD000949,PROD0044,1,311.15,0.05,295.59
OI001976,ORD000950,PROD0007,2,2398.35,0.05,4556.86
OI001977,ORD000950,PROD0049,1,482.17,0.0,482.17
OI001978,ORD000950,PROD0029,2,2073.63,0.1,3732.53
OI001979,ORD000951,PROD0050,1,750.27,0.1,675.24
OI001980,ORD000951,PROD0031,2,862.99,0.0,1725.98
OI001981,ORD000952,PROD0031,3,862.99,0.2,2071.18
OI001982,ORD000953,PROD0031,1,862.99,0.2,690.39
OI001983,ORD000954,PROD0034,1,623.0,0.0,623.0
OI001984,ORD000954,PROD0012,1,1572.6,0.0,1572.6
OI001985,ORD000954,PROD0018,1,4185.64,0.0,4185.64
OI001986,ORD000955,PROD0013,1,2374.52,0.1,2137.07
OI001987,ORD000956,PROD0049,1,482.17,0.1,433.95
OI001988,ORD000956,PROD0040,1,5311.32,0.2,4249.06
OI001989,ORD000957,PROD0036,1,1808.21,0.2,1446.57
OI001990,ORD000957,PROD0023,1,2142.79,0.0,2142.79
OI001991,ORD000957,PROD0010,1,14558.72,0.1,13102.85
OI001992,ORD000958,PROD0049,1,482.17,0.0,482.17
OI001993,ORD000958,PROD0013,3,2374.52,0.05,6767.38
OI001994,ORD000959,PROD0040,1,5311.32,0.0,5311.32
OI001995,ORD000960,PROD0044,2,311.15,0.0,622.3
OI001996,ORD000960,PROD0038,3,2871.85,0.0,8615.55
OI001997,ORD000960,PROD0029,1,2073.63,0.0,2073.63
OI001998,ORD000961,PROD0029,1,2073.63,0.1,1866.27
OI001999,ORD000961,PROD0013,1,2374.52,0.2,1899.62
OI002000,ORD000962,PROD0050,1,750.27,0.0,750.27
OI002001,ORD000962,PROD0020,1,4914.12,0.1,4422.71
OI002002,ORD000963,PROD0049,1,482.17,0.0,482.17
OI002003,ORD000963,PROD0008,1,1111.28,0.0,1111.28
OI002004,ORD000964,PROD0015,1,1250.54,0.1,1125.49
OI002005,ORD000965,PROD0012,1,1572.6,0.0,1572.6
OI002006,ORD000966,PROD0013,1,2374.52,0.15,2018.34
OI002007,ORD000966,PROD0029,1,2073.63,0.0,2073.63
OI002008,ORD000966,PROD0003,1,3142.61,0.0,3142.61
OI002009,ORD000966,PROD0040,1,5311.32,0.1,4780.19
OI002010,ORD000966,PROD0025,1,1494.98,0.05,1420.23
OI002011,ORD000967,PROD0007,1,2398.35,0.0,2398.35
OI002012,ORD000967,PROD0049,1,482.17,0.0,482.17
OI002013,ORD000967,PROD0043,1,2914.27,0.1,2622.84
OI002014,ORD000968,PROD0023,1,2142.79,0.2,1714.23
OI002015,ORD000968,PROD0050,3,750.27,0.05,2138.27
OI002016,ORD000969,PROD0050,1,750.27,0.0,750.27
OI002017,ORD000969,PROD0013,1,2374.52,0.0,2374.52
OI002018,ORD000969,PROD0028,1,9171.98,0.1,8254.78
OI002019,ORD000970,PROD0010,2,14558.72,0.05,27661.57
OI002020,ORD000970,PROD0049,1,482.17,0.15,409.84
OI002021,ORD000971,PROD0001,1,2978.99,0.0,2978.99
OI002022,ORD000971,PROD0013,1,2374.52,0.0,2374.52
OI002023,ORD000971,PROD0050,1,750.27,0.0,750.27
OI002024,ORD000971,PROD0044,1,311.15,0.05,295.59
OI002025,ORD000971,PROD0045,2,1335.85,0.05,2538.11
OI002026,ORD000972,PROD0011,1,1364.75,0.0,1364.75
OI002027,ORD000972,PROD0050,1,750.27,0.1,675.24
OI002028,ORD000972,PROD0034,1,623.0,0.0,623.0
OI002029,ORD000972,PROD0007,1,2398.35,0.05,2278.43
OI002030,ORD000973,PROD0001,1,2978.99,0.05,2830.04
OI002031,ORD000973,PROD0039,1,681.07,0.0,681.07
OI002032,ORD000973,PROD0050,1,750.27,0.05,712.76
OI002033,ORD000974,PROD0013,3,2374.52,0.2,5698.85
OI002034,ORD000975,PROD0029,1,2073.63,0.0,2073.63
OI002035,ORD000975,PROD0028,1,9171.98,0.0,9171.98
OI002036,ORD000975,PROD0009,1,7194.38,0.15,6115.22
OI002037,ORD000976,PROD0040,1,5311.32,0.2,4249.06
OI002038,ORD000976,PROD0049,1,482.17,0.1,433.95
OI002039,ORD000977,PROD0007,2,2398.35,0.0,4796.7
OI002040,ORD000978,PROD0043,1,2914.27,0.05,2768.56
OI002041,ORD000978,PROD0049,1,482.17,0.1,433.95
OI002042,ORD000979,PROD0023,1,2142.79,0.15,1821.37
OI002043,ORD000980,PROD0025,1,1494.98,0.0,1494.98
OI002044,ORD000980,PROD0024,1,3493.68,0.05,3319.0
OI002045,ORD000981,PROD0010,2,14558.72,0.1,26205.7
OI002046,ORD000981,PROD0049,1,482.17,0.0,482.17
OI002047,ORD000981,PROD0040,1,5311.32,0.05,5045.75
OI002048,ORD000982,PROD0013,1,2374.52,0.05,2255.79
OI002049,ORD000982,PROD0024,1,3493.68,0.15,2969.63
OI002050,ORD000983,PROD0044,1,311.15,0.1,280.03
OI002051,ORD000984,PROD0049,2,482.17,0.1,867.91
OI002052,ORD000985,PROD0049,1,482.17,0.2,385.74
OI002053,ORD000985,PROD0028,2,9171.98,0.15,15592.37
OI002054,ORD000986,PROD0045,1,1335.85,0.0,1335.85
OI002055,ORD000986,PROD0034,1,623.0,0.0,623.0
OI002056,ORD000986,PROD0033,1,2386.05,0.0,2386.05
OI002057,ORD000986,PROD0020,2,4914.12,0.05,9336.83
OI002058,ORD000987,PROD0024,1,3493.68,0.1,3144.31
OI002059,ORD000987,PROD0044,1,311.15,0.0,311.15
OI002060,ORD000988,PROD0050,1,750.27,0.15,637.73
OI002061,ORD000988,PROD0007,1,2398.35,0.0,2398.35
OI002062,ORD000988,PROD0013,1,2374.52,0.0,2374.52
OI002063,ORD000988,PROD0049,3,482.17,0.0,1446.51
OI002064,ORD000989,PROD0003,2,3142.61,0.0,6285.22
OI002065,ORD000989,PROD0040,1,5311.32,0.1,4780.19
OI002066,ORD000989,PROD0013,1,2374.52,0.1,2137.07
OI002067,ORD000990,PROD0024,1,3493.68,0.1,3144.31
OI002068,ORD000991,PROD0040,1,5311.32,0.0,5311.32
OI002069,ORD000991,PROD0049,1,482.17,0.0,482.17
OI002070,ORD000992,PROD0028,2,9171.98,0.2,14675.17
OI002071,ORD000992,PROD0007,1,2398.35,0.05,2278.43
OI002072,ORD000993,PROD0037,1,1134.82,0.0,1134.82
OI002073,ORD000994,PROD0009,2,7194.38,0.0,14388.76
OI002074,ORD000995,PROD0031,1,862.99,0.1,776.69
OI002075,ORD000996,PROD0013,2,2374.52,0.0,4749.04
OI002076,ORD000997,PROD0013,1,2374.52,0.0,2374.52
OI002077,ORD000997,PROD0007,1,2398.35,0.1,2158.52
OI002078,ORD000998,PROD0002,2,4273.58,0.0,8547.16
OI002079,ORD000999,PROD0037,1,1134.82,0.0,1134.82
OI002080,ORD001000,PROD0028,1,9171.98,0.2,7337.58
OI002081,ORD001001,PROD0040,1,5311.32,0.2,4249.06
OI002082,ORD001001,PROD0050,1,750.27,0.0,750.27
OI002083,ORD001002,PROD0018,2,4185.64,0.0,8371.28
OI002084,ORD001002,PROD0013,1,2374.52,0.0,2374.52
OI002085,ORD001002,PROD0034,1,623.0,0.15,529.55
OI002086,ORD001003,PROD0041,1,579.12,0.0,579.12
OI002087,ORD001004,PROD0044,1,311.15,0.05,295.59
OI002088,ORD001004,PROD0049,1,482.17,0.0,482.17
OI002089,ORD001005,PROD0049,2,482.17,0.0,964.34
OI002090,ORD001006,PROD0013,1,2374.52,0.0,2374.52
OI002091,ORD001007,PROD0023,1,2142.79,0.05,2035.65
OI002092,ORD001007,PROD0050,1,750.27,0.0,750.27
OI002093,ORD001008,PROD0027,1,6822.61,0.0,6822.61
OI002094,ORD001008,PROD0028,1,9171.98,0.15,7796.18
OI002095,ORD001009,PROD0007,1,2398.35,0.15,2038.6
OI002096,ORD001010,PROD0011,3,1364.75,0.0,4094.25
OI002097,ORD001011,PROD0013,1,2374.52,0.05,2255.79
OI002098,ORD001012,PROD0049,2,482.17,0.0,964.34
OI002099,ORD001012,PROD0009,2,7194.38,0.1,12949.88
OI002100,ORD001013,PROD0013,1,2374.52,0.0,2374.52
OI002101,ORD001014,PROD0007,1,2398.35,0.1,2158.52
OI002102,ORD001014,PROD0050,1,750.27,0.05,712.76
OI002103,ORD001014,PROD0013,2,2374.52,0.0,4749.04
OI002104,ORD001014,PROD0049,1,482.17,0.0,482.17
OI002105,ORD001015,PROD0031,1,862.99,0.05,819.84
OI002106,ORD001015,PROD0044,1,311.15,0.0,311.15
OI002107,ORD001016,PROD0044,1,311.15,0.15,264.48
OI002108,ORD001017,PROD0007,2,2398.35,0.1,4317.03
OI002109,ORD001017,PROD0031,1,862.99,0.0,862.99
OI002110,ORD001018,PROD0049,2,482.17,0.1,867.91
OI002111,ORD001018,PROD0026,1,1145.07,0.15,973.31
OI002112,ORD001019,PROD0049,1,482.17,0.2,385.74
OI002113,ORD001020,PROD0020,1,4914.12,0.0,4914.12
OI002114,ORD001020,PROD0035,1,2299.69,0.0,2299.69
OI002115,ORD001021,PROD0049,1,482.17,0.0,482.17
OI002116,ORD001022,PROD0013,1,2374.52,0.1,2137.07
OI002117,ORD001023,PROD0050,1,750.27,0.1,675.24
OI002118,ORD001023,PROD0005,1,1478.08,0.2,1182.46
OI002119,ORD001024,PROD0049,2,482.17,0.15,819.69
OI002120,ORD001024,PROD0013,1,2374.52,0.1,2137.07
OI002121,ORD001025,PROD0028,3,9171.98,0.0,27515.94
OI002122,ORD001025,PROD0006,1,657.82,0.0,657.82
OI002123,ORD001026,PROD0007,1,2398.35,0.1,2158.52
OI002124,ORD001026,PROD0013,1,2374.52,0.05,2255.79
OI002125,ORD001027,PROD0049,1,482.17,0.05,458.06
OI002126,ORD001027,PROD0040,1,5311.32,0.0,5311.32
OI002127,ORD001027,PROD0002,1,4273.58,0.1,3846.22
OI002128,ORD001028,PROD0007,1,2398.35,0.05,2278.43
OI002129,ORD001028,PROD0043,1,2914.27,0.05,2768.56
OI002130,ORD001028,PROD0001,1,2978.99,0.0,2978.99
OI002131,ORD001028,PROD0050,1,750.27,0.05,712.76
OI002132,ORD001029,PROD0004,2,1971.0,0.15,3350.7
OI002133,ORD001029,PROD0018,1,4185.64,0.05,3976.36
OI002134,ORD001030,PROD0007,1,2398.35,0.0,2398.35
OI002135,ORD001031,PROD0002,1,4273.58,0.05,4059.9
OI002136,ORD001031,PROD0007,1,2398.35,0.05,2278.43
OI002137,ORD001032,PROD0050,2,750.27,0.1,1350.49
OI002138,ORD001033,PROD0040,3,5311.32,0.15,13543.87
OI002139,ORD001033,PROD0032,2,1603.35,0.0,3206.7
OI002140,ORD001034,PROD0007,1,2398.35,0.05,2278.43
OI002141,ORD001035,PROD0034,1,623.0,0.05,591.85
OI002142,ORD001035,PROD0033,1,2386.05,0.1,2147.45
OI002143,ORD001036,PROD0039,1,681.07,0.1,612.96
OI002144,ORD001036,PROD0009,3,7194.38,0.0,21583.14
OI002145,ORD001037,PROD0042,1,3177.33,0.05,3018.46
OI002146,ORD001038,PROD0023,3,2142.79,0.0,6428.37
OI002147,ORD001038,PROD0017,1,4778.51,0.0,4778.51
OI002148,ORD001038,PROD0030,2,1158.24,0.2,1853.18
OI002149,ORD001038,PROD0049,2,482.17,0.05,916.12
OI002150,ORD001039,PROD0013,1,2374.52,0.0,2374.52
OI002151,ORD001039,PROD0049,1,482.17,0.05,458.06
OI002152,ORD001040,PROD0049,2,482.17,0.05,916.12
OI002153,ORD001040,PROD0040,1,5311.32,0.05,5045.75
OI002154,ORD001041,PROD0034,1,623.0,0.0,623.0
OI002155,ORD001042,PROD0007,1,2398.35,0.2,1918.68
OI002156,ORD001042,PROD0040,1,5311.32,0.05,5045.75
OI002157,ORD001043,PROD0044,1,311.15,0.1,280.03
OI002158,ORD001044,PROD0040,1,5311.32,0.0,5311.32
OI002159,ORD001044,PROD0034,1,623.0,0.15,529.55
OI002160,ORD001045,PROD0037,1,1134.82,0.0,1134.82
OI002161,ORD001045,PROD0013,1,2374.52,0.0,2374.52
OI002162,ORD001045,PROD0024,1,3493.68,0.1,3144.31
OI002163,ORD001046,PROD0050,2,750.27,0.0,1500.54
OI002164,ORD001047,PROD0040,1,5311.32,0.0,5311.32
OI002165,ORD001047,PROD0020,1,4914.12,0.1,4422.71
OI002166,ORD001048,PROD0021,1,3340.76,0.0,3340.76
OI002167,ORD001049,PROD0007,2,2398.35,0.05,4556.86
OI002168,ORD001050,PROD0049,1,482.17,0.1,433.95
OI002169,ORD001051,PROD0034,1,623.0,0.15,529.55
OI002170,ORD001052,PROD0044,1,311.15,0.0,311.15
OI002171,ORD001053,PROD0007,1,2398.35,0.0,2398.35
OI002172,ORD001053,PROD0049,1,482.17,0.0,482.17
OI002173,ORD001053,PROD0044,1,311.15,0.2,248.92
OI002174,ORD001054,PROD0004,1,1971.0,0.0,1971.0
OI002175,ORD001054,PROD0024,3,3493.68,0.15,8908.88
OI002176,ORD001055,PROD0005,1,1478.08,0.1,1330.27
OI002177,ORD001055,PROD0017,3,4778.51,0.15,12185.2
OI002178,ORD001056,PROD0013,3,2374.52,0.15,6055.03
OI002179,ORD001057,PROD0032,1,1603.35,0.0,1603.35
OI002180,ORD001058,PROD0007,2,2398.35,0.05,4556.86
OI002181,ORD001059,PROD0021,2,3340.76,0.0,6681.52
OI002182,ORD001059,PROD0045,2,1335.85,0.0,2671.7
OI002183,ORD001060,PROD0031,1,862.99,0.0,862.99
OI002184,ORD001061,PROD0024,3,3493.68,0.15,8908.88
OI002185,ORD001062,PROD0007,2,2398.35,0.0,4796.7
OI002186,ORD001062,PROD0031,1,862.99,0.05,819.84
OI002187,ORD001063,PROD0050,1,750.27,0.2,600.22
OI002188,ORD001064,PROD0044,1,311.15,0.2,248.92
OI002189,ORD001065,PROD0013,1,2374.52,0.0,2374.52
