return_id,order_id,order_item_id,product_id,customer_id,return_date,return_reason,refund_amount
RET00288,ORD002585,OI005363,PROD0013,CUST00464,2025-06-18,Size/Fit Issue,2255.79
RET00289,ORD002633,OI005471,PROD0013,CUST00350,2025-08-15,Changed Mind,2374.52
RET00290,ORD002654,OI005515,PROD0050,CUST00329,2025-10-12,Not as Described,1500.54
RET00291,ORD002659,OI005523,PROD0050,CUST00507,2024-12-22,Quality Issue,750.27
RET00292,ORD002678,OI005559,PROD0050,CUST00373,2024-08-18,Not as Described,1500.54
RET00293,ORD002687,OI005574,PROD0044,CUST00279,2025-11-02,Better Price Found Elsewhere,886.78
RET00294,ORD002692,OI005584,PROD0044,CUST00448,2025-10-12,Changed Mind,311.15
RET00295,ORD002699,OI005605,PROD0009,CUST00041,2025-12-09,Product Damaged,6115.22
RET00296,ORD002705,OI005613,PROD0035,CUST00141,2025-01-18,Product Damaged,4369.41
RET00297,ORD002713,OI005631,PROD0037,CUST00035,2025-09-01,Changed Mind,1134.82
RET00298,ORD002723,OI005648,PROD0030,CUST00079,2025-07-31,Wrong Item Delivered,1853.18
RET00299,ORD002733,OI005660,PROD0046,CUST00533,2025-11-28,Changed Mind,850.16
RET00300,ORD002763,OI005725,PROD0049,CUST00319,2025-07-07,Not as Described,964.34
RET00301,ORD002775,OI005752,PROD0004,CUST00530,2025-02-05,Quality Issue,3942.0
RET00302,ORD002777,OI005755,PROD0043,CUST00493,2025-07-07,Not as Described,2768.56
RET00303,ORD002780,OI005764,PROD0007,CUST00299,2024-07-21,Wrong Item Delivered,2038.6
RET00304,ORD002788,OI005784,PROD0039,CUST00162,2025-11-08,Product Damaged,681.07
RET00305,ORD002793,OI005798,PROD0020,CUST00010,2025-06-13,Product Damaged,4668.41
RET00306,ORD002801,OI005812,PROD0019,CUST00299,2025-12-31,Wrong Item Delivered,957.5
RET00307,ORD002818,OI005842,PROD0033,CUST00405,2024-12-04,Quality Issue,2028.14
RET00308,ORD002842,OI005900,PROD0037,CUST00102,2025-08-17,Size/Fit Issue,1929.19
RET00309,ORD002859,OI005939,PROD0015,CUST00094,2024-11-29,Changed Mind,1250.54
RET00310,ORD002861,OI005942,PROD0020,CUST00560,2024-06-11,Better Price Found Elsewhere,9828.24
RET00311,ORD002870,OI005964,PROD0006,CUST00421,2025-05-01,Changed Mind,1315.64
RET00312,ORD002881,OI005985,PROD0025,CUST00500,2025-11-23,Changed Mind,2541.47
RET00313,ORD002883,OI005990,PROD0013,CUST00085,2025-05-27,Wrong Item Delivered,2255.79
RET00314,ORD002889,OI006004,PROD0049,CUST00104,2024-12-29,Size/Fit Issue,1446.51
RET00315,ORD002891,OI006007,PROD0007,CUST00166,2025-04-23,Changed Mind,4796.7
RET00316,ORD002910,OI006050,PROD0049,CUST00279,2025-10-12,Quality Issue,385.74
RET00317,ORD002920,OI006068,PROD0050,CUST00180,2025-06-07,Product Damaged,712.76
RET00318,ORD002928,OI006088,PROD0013,CUST00463,2025-06-23,Wrong Item Delivered,2374.52
RET00319,ORD002929,OI006093,PROD0050,CUST00453,2024-12-26,Quality Issue,1350.49
RET00320,ORD002938,OI006113,PROD0024,CUST00279,2025-11-12,Wrong Item Delivered,2969.63
RET00321,ORD002951,OI006138,PROD0029,CUST00090,2025-03-28,Not as Described,1866.27
RET00322,ORD002955,OI006147,PROD0049,CUST00434,2024-04-02,Size/Fit Issue,482.17
RET00323,ORD002959,OI006158,PROD0010,CUST00225,2025-11-17,Changed Mind,12374.91
RET00324,ORD002962,OI006166,PROD0033,CUST00515,2025-03-31,Quality Issue,2386.05
RET00325,ORD002966,OI006173,PROD0044,CUST00480,2025-12-30,Quality Issue,622.3
RET00326,ORD003004,OI006249,PROD0011,CUST00404,2025-12-26,Better Price Found Elsewhere,4094.25
RET00327,ORD003009,OI006257,PROD0046,CUST00039,2025-05-30,Wrong Item Delivered,382.57
RET00328,ORD003037,OI006310,PROD0049,CUST00434,2024-03-21,Size/Fit Issue,458.06
RET00329,ORD003042,OI006323,PROD0006,CUST00339,2025-07-06,Quality Issue,592.04
RET00330,ORD003043,OI006324,PROD0032,CUST00145,2025-01-08,Size/Fit Issue,1443.02
RET00331,ORD003045,OI006329,PROD0050,CUST00391,2024-10-19,Product Damaged,637.73
RET00332,ORD003066,OI006379,PROD0031,CUST00585,2025-02-28,Better Price Found Elsewhere,1639.68
RET00333,ORD003084,OI006413,PROD0020,CUST00313,2025-01-23,Changed Mind,9828.24
RET00334,ORD003085,OI006417,PROD0040,CUST00445,2024-11-16,Not as Described,5311.32
RET00335,ORD003086,OI006419,PROD0044,CUST00206,2024-08-02,Product Damaged,311.15
RET00336,ORD003090,OI006427,PROD0007,CUST00468,2024-06-22,Quality Issue,2398.35
RET00337,ORD003093,OI006431,PROD0049,CUST00415,2025-04-27,Product Damaged,458.06
RET00338,ORD003094,OI006432,PROD0039,CUST00236,2025-11-11,Size/Fit Issue,681.07
RET00339,ORD003107,OI006460,PROD0013,CUST00131,2025-06-01,Quality Issue,2255.79
RET00340,ORD003115,OI006474,PROD0031,CUST00045,2025-06-08,Better Price Found Elsewhere,2459.52
RET00341,ORD003121,OI006489,PROD0046,CUST00264,2025-08-16,Size/Fit Issue,403.83
RET00342,ORD003133,OI006519,PROD0023,CUST00391,2024-10-31,Quality Issue,1821.37
RET00343,ORD003151,OI006554,PROD0025,CUST00327,2024-07-22,Size/Fit Issue,1494.98
RET00344,ORD003155,OI006560,PROD0040,CUST00132,2024-10-04,Changed Mind,4514.62
RET00345,ORD003174,OI006598,PROD0044,CUST00049,2025-03-27,Quality Issue,622.3
RET00346,ORD003183,OI006617,PROD0040,CUST00091,2025-08-24,Better Price Found Elsewhere,4780.19
RET00347,ORD003196,OI006642,PROD0050,CUST00304,2024-03-12,Size/Fit Issue,750.27
RET00348,ORD003197,OI006643,PROD0007,CUST00559,2025-03-22,Changed Mind,2038.6
RET00349,ORD003200,OI006649,PROD0011,CUST00376,2025-02-13,Changed Mind,1160.04
RET00350,ORD003214,OI006679,PROD0007,CUST00138,2025-07-10,Changed Mind,3837.36
RET00351,ORD003223,OI006693,PROD0023,CUST00361,2025-11-29,Wrong Item Delivered,4285.58
RET00352,ORD003244,OI006732,PROD0013,CUST00119,2025-12-09,Product Damaged,2374.52
RET00353,ORD003247,OI006737,PROD0049,CUST00502,2024-09-12,Changed Mind,385.74
RET00354,ORD003264,OI006775,PROD0031,CUST00313,2024-07-08,Quality Issue,862.99
RET00355,ORD003296,OI006836,PROD0007,CUST00425,2025-03-16,Wrong Item Delivered,2398.35
RET00356,ORD003302,OI006848,PROD0013,CUST00475,2025-01-23,Quality Issue,2137.07
RET00357,ORD003306,OI006855,PROD0021,CUST00230,2024-07-03,Quality Issue,3340.76
RET00358,ORD003310,OI006862,PROD0050,CUST00553,2025-05-17,Better Price Found Elsewhere,750.27
RET00359,ORD003311,OI006866,PROD0029,CUST00020,2024-11-18,Not as Described,1866.27
RET00360,ORD003318,OI006881,PROD0050,CUST00421,2024-04-05,Better Price Found Elsewhere,600.22
RET00361,ORD003333,OI006906,PROD0007,CUST00036,2024-08-28,Better Price Found Elsewhere,2278.43
RET00362,ORD003343,OI006934,PROD0004,CUST00309,2024-12-27,Product Damaged,1971.0
RET00363,ORD003344,OI006936,PROD0044,CUST00157,2025-10-12,Wrong Item Delivered,933.45
RET00364,ORD003358,OI006961,PROD0020,CUST00054,2025-07-04,Changed Mind,3931.3
RET00365,ORD003382,OI007008,PROD0040,CUST00434,2025-04-28,Not as Described,4514.62
RET00366,ORD003401,OI007040,PROD0050,CUST00240,2025-12-28,Not as Described,1425.51
RET00367,ORD003412,OI007057,PROD0020,CUST00035,2025-09-04,Size/Fit Issue,8845.42
RET00368,ORD003426,OI007083,PROD0049,CUST00209,2025-07-24,Changed Mind,482.17
RET00369,ORD003431,OI007094,PROD0020,CUST00268,2025-03-13,Not as Described,4668.41
RET00370,ORD003434,OI007100,PROD0049,CUST00279,2025-11-10,Not as Described,482.17
RET00371,ORD003435,OI007101,PROD0049,CUST00162,2025-03-22,Changed Mind,916.12
RET00372,ORD003437,OI007106,PROD0013,CUST00072,2024-11-26,Wrong Item Delivered,7123.56
RET00373,ORD003438,OI007107,PROD0039,CUST00405,2024-11-06,Size/Fit Issue,1634.57
RET00374,ORD003460,OI007153,PROD0024,CUST00600,2024-06-07,Quality Issue,6987.36
RET00375,ORD003464,OI007161,PROD0007,CUST00418,2025-11-03,Product Damaged,4796.7
RET00376,ORD003475,OI007184,PROD0050,CUST00591,2024-09-23,Quality Issue,600.22
RET00377,ORD003486,OI007208,PROD0013,CUST00425,2024-06-10,Quality Issue,2255.79
RET00378,ORD003488,OI007214,PROD0049,CUST00412,2024-11-02,Wrong Item Delivered,482.17
RET00379,ORD003495,OI007228,PROD0032,CUST00558,2025-06-05,Not as Described,3848.04
RET00380,ORD003497,OI007231,PROD0040,CUST00251,2025-04-28,Quality Issue,5311.32
RET00381,ORD003505,OI007247,PROD0013,CUST00056,2025-06-05,Better Price Found Elsewhere,2374.52
RET00382,ORD003515,OI007271,PROD0037,CUST00354,2025-03-13,Product Damaged,1021.34
RET00383,ORD003520,OI007279,PROD0037,CUST00279,2025-10-29,Quality Issue,1134.82
RET00384,ORD003525,OI007288,PROD0031,CUST00425,2024-04-08,Wrong Item Delivered,862.99
RET00385,ORD003529,OI007295,PROD0050,CUST00230,2024-11-29,Better Price Found Elsewhere,1350.49
RET00386,ORD003535,OI007314,PROD0044,CUST00094,2025-12-20,Product Damaged,793.43
RET00387,ORD003537,OI007320,PROD0013,CUST00212,2025-01-09,Wrong Item Delivered,2374.52
RET00388,ORD003542,OI007333,PROD0049,CUST00279,2025-10-29,Size/Fit Issue,385.74
RET00389,ORD003555,OI007356,PROD0034,CUST00326,2025-08-25,Wrong Item Delivered,623.0
RET00390,ORD003558,OI007364,PROD0023,CUST00193,2025-02-25,Size/Fit Issue,1821.37
RET00391,ORD003561,OI007370,PROD0009,CUST00017,2024-03-17,Changed Mind,6834.66
RET00392,ORD003564,OI007377,PROD0031,CUST00568,2024-11-24,Changed Mind,819.84
RET00393,ORD003589,OI007429,PROD0050,CUST00021,2025-09-11,Product Damaged,712.76
RET00394,ORD003638,OI007515,PROD0049,CUST00329,2024-10-13,Quality Issue,867.91
RET00395,ORD003642,OI007519,PROD0025,CUST00309,2025-10-12,Quality Issue,1494.98
RET00396,ORD003650,OI007533,PROD0049,CUST00455,2025-08-25,Changed Mind,385.74
RET00397,ORD003655,OI007548,PROD0007,CUST00421,2025-09-17,Quality Issue,4796.7
RET00398,ORD003659,OI007556,PROD0014,CUST00388,2024-07-24,Better Price Found Elsewhere,2206.12
RET00399,ORD003665,OI007568,PROD0023,CUST00275,2025-10-28,Wrong Item Delivered,4285.58
RET00400,ORD003667,OI007574,PROD0031,CUST00434,2025-12-01,Wrong Item Delivered,862.99
RET00401,ORD003677,OI007595,PROD0029,CUST00558,2025-08-13,Size/Fit Issue,4147.26
RET00402,ORD003689,OI007611,PROD0049,CUST00072,2025-09-11,Product Damaged,964.34
RET00403,ORD003697,OI007627,PROD0049,CUST00279,2025-10-30,Wrong Item Delivered,385.74
RET00404,ORD003699,OI007631,PROD0049,CUST00196,2025-06-13,Size/Fit Issue,385.74
RET00405,ORD003707,OI007642,PROD0013,CUST00175,2025-09-08,Not as Described,7123.56
RET00406,ORD003716,OI007659,PROD0031,CUST00136,2025-11-14,Changed Mind,1639.68
RET00407,ORD003726,OI007674,PROD0007,CUST00380,2025-12-30,Size/Fit Issue,2398.35
RET00408,ORD003738,OI007699,PROD0008,CUST00286,2025-08-29,Better Price Found Elsewhere,944.59
RET00409,ORD003747,OI007716,PROD0040,CUST00422,2025-07-30,Quality Issue,5311.32
RET00410,ORD003752,OI007725,PROD0023,CUST00056,2024-06-18,Quality Issue,2142.79
RET00411,ORD003756,OI007731,PROD0034,CUST00035,2025-08-23,Wrong Item Delivered,623.0
RET00412,ORD003796,OI007807,PROD0044,CUST00342,2025-05-17,Quality Issue,560.07
RET00413,ORD003799,OI007815,PROD0006,CUST00106,2025-02-07,Wrong Item Delivered,1315.64
RET00414,ORD003834,OI007880,PROD0031,CUST00340,2025-12-14,Quality Issue,776.69
RET00415,ORD003854,OI007921,PROD0043,CUST00547,2025-12-23,Size/Fit Issue,2914.27
RET00416,ORD003856,OI007928,PROD0024,CUST00356,2024-12-16,Product Damaged,6987.36
RET00417,ORD003870,OI007950,PROD0020,CUST00072,2025-08-11,Product Damaged,4668.41
RET00418,ORD003882,OI007974,PROD0007,CUST00003,2024-12-17,Not as Described,4796.7
RET00419,ORD003883,OI007975,PROD0049,CUST00346,2025-08-06,Changed Mind,482.17
RET00420,ORD003887,OI007983,PROD0049,CUST00279,2025-10-16,Product Damaged,1446.51
RET00421,ORD003894,OI007993,PROD0049,CUST00032,2025-06-26,Changed Mind,916.12
RET00422,ORD003904,OI008012,PROD0049,CUST00286,2025-12-26,Quality Issue,482.17
RET00423,ORD003905,OI008015,PROD0021,CUST00552,2025-12-17,Product Damaged,3173.72
RET00424,ORD003910,OI008022,PROD0007,CUST00595,2025-10-29,Size/Fit Issue,2398.35
RET00425,ORD003916,OI008034,PROD0040,CUST00094,2024-09-03,Product Damaged,4249.06
RET00426,ORD003917,OI008036,PROD0017,CUST00275,2025-11-22,Not as Described,4778.51
RET00427,ORD003930,OI008065,PROD0049,CUST00491,2025-06-24,Wrong Item Delivered,482.17
RET00428,ORD003935,OI008074,PROD0049,CUST00375,2025-09-07,Wrong Item Delivered,458.06
RET00429,ORD003937,OI008081,PROD0042,CUST00552,2025-09-18,Wrong Item Delivered,6036.93
RET00430,ORD003945,OI008095,PROD0021,CUST00053,2024-03-06,Quality Issue,3173.72
RET00431,ORD003955,OI008113,PROD0049,CUST00396,2025-03-30,Product Damaged,482.17
RET00432,ORD003965,OI008135,PROD0013,CUST00098,2025-08-27,Better Price Found Elsewhere,7123.56
RET00433,ORD003966,OI008136,PROD0013,CUST00014,2025-11-29,Wrong Item Delivered,2255.79
RET00434,ORD003968,OI008138,PROD0014,CUST00273,2025-10-14,Better Price Found Elsewhere,5515.3
RET00435,ORD003972,OI008148,PROD0007,CUST00022,2024-02-24,Not as Described,2278.43
RET00436,ORD003980,OI008165,PROD0006,CUST00405,2024-11-12,Changed Mind,624.93
RET00437,ORD003984,OI008170,PROD0019,CUST00115,2024-04-15,Better Price Found Elsewhere,1627.75
RET00438,ORD003986,OI008174,PROD0049,CUST00558,2024-09-28,Wrong Item Delivered,819.69
RET00439,ORD003995,OI008195,PROD0040,CUST00516,2025-06-09,Size/Fit Issue,10091.51
RET00440,ORD004015,OI008234,PROD0033,CUST00240,2025-10-23,Quality Issue,2386.05
RET00441,ORD004025,OI008253,PROD0040,CUST00142,2024-09-13,Product Damaged,8498.11
RET00442,ORD004026,OI008254,PROD0040,CUST00147,2025-11-23,Quality Issue,10622.64
RET00443,ORD004038,OI008287,PROD0020,CUST00427,2024-12-16,Product Damaged,3931.3
RET00444,ORD004041,OI008292,PROD0023,CUST00230,2025-11-15,Size/Fit Issue,2142.79
RET00445,ORD004042,OI008296,PROD0031,CUST00329,2026-01-05,Better Price Found Elsewhere,776.69
RET00446,ORD004045,OI008303,PROD0025,CUST00488,2024-01-19,Size/Fit Issue,4260.69
RET00447,ORD004061,OI008343,PROD0050,CUST00337,2024-12-19,Product Damaged,750.27
RET00448,ORD004065,OI008352,PROD0049,CUST00367,2024-08-19,Changed Mind,433.95
RET00449,ORD004075,OI008378,PROD0050,CUST00254,2025-01-04,Changed Mind,750.27
RET00450,ORD004077,OI008381,PROD0024,CUST00523,2025-10-05,Not as Described,6987.36
RET00451,ORD004085,OI008391,PROD0019,CUST00581,2025-04-27,Size/Fit Issue,813.88
RET00452,ORD004093,OI008404,PROD0031,CUST00022,2025-12-20,Not as Described,862.99
RET00453,ORD004118,OI008457,PROD0050,CUST00573,2024-08-25,Product Damaged,675.24
RET00454,ORD004124,OI008470,PROD0004,CUST00502,2024-09-03,Quality Issue,1971.0
RET00455,ORD004144,OI008512,PROD0024,CUST00373,2024-12-10,Not as Described,9956.99
RET00456,ORD004145,OI008513,PROD0007,CUST00391,2025-07-29,Size/Fit Issue,2278.43
RET00457,ORD004148,OI008519,PROD0049,CUST00558,2024-12-29,Better Price Found Elsewhere,482.17
RET00458,ORD004152,OI008525,PROD0050,CUST00462,2024-09-18,Wrong Item Delivered,2250.81
RET00459,ORD004161,OI008538,PROD0006,CUST00313,2025-11-16,Size/Fit Issue,657.82
RET00460,ORD004170,OI008558,PROD0007,CUST00573,2025-05-08,Product Damaged,7195.05
RET00461,ORD004181,OI008579,PROD0049,CUST00031,2024-08-29,Quality Issue,916.12
RET00462,ORD004182,OI008580,PROD0050,CUST00168,2024-06-01,Changed Mind,1500.54
RET00463,ORD004201,OI008624,PROD0019,CUST00323,2024-09-10,Size/Fit Issue,909.62
RET00464,ORD004216,OI008649,PROD0035,CUST00549,2025-09-16,Quality Issue,2184.71
RET00465,ORD004222,OI008658,PROD0007,CUST00117,2025-11-24,Not as Described,2158.52
RET00466,ORD004227,OI008670,PROD0040,CUST00580,2025-02-22,Better Price Found Elsewhere,5311.32
RET00467,ORD004239,OI008697,PROD0007,CUST00094,2025-06-03,Product Damaged,4556.86
RET00468,ORD004240,OI008700,PROD0043,CUST00597,2024-11-18,Wrong Item Delivered,5828.54
RET00469,ORD004254,OI008733,PROD0033,CUST00558,2025-12-02,Quality Issue,2386.05
RET00470,ORD004260,OI008750,PROD0050,CUST00194,2025-10-07,Wrong Item Delivered,1275.46
RET00471,ORD004270,OI008775,PROD0023,CUST00410,2025-03-01,Changed Mind,2035.65
RET00472,ORD004276,OI008785,PROD0040,CUST00502,2024-09-21,Better Price Found Elsewhere,4780.19
RET00473,ORD004307,OI008860,PROD0049,CUST00383,2025-07-09,Quality Issue,482.17
RET00474,ORD004321,OI008894,PROD0049,CUST00197,2025-10-03,Better Price Found Elsewhere,458.06
RET00475,ORD004344,OI008942,PROD0050,CUST00072,2024-11-22,Better Price Found Elsewhere,637.73
RET00476,ORD004351,OI008956,PROD0049,CUST00036,2024-04-24,Not as Described,819.69
RET00477,ORD004352,OI008958,PROD0020,CUST00157,2024-02-11,Quality Issue,12531.01
RET00478,ORD004359,OI008974,PROD0020,CUST00145,2025-01-03,Changed Mind,4177.0
RET00479,ORD004369,OI009004,PROD0007,CUST00467,2025-02-07,Changed Mind,2398.35
RET00480,ORD004386,OI009036,PROD0049,CUST00375,2025-08-16,Wrong Item Delivered,385.74
RET00481,ORD004400,OI009065,PROD0044,CUST00329,2024-04-03,Quality Issue,622.3
RET00482,ORD004406,OI009079,PROD0044,CUST00236,2025-04-07,Product Damaged,591.18
RET00483,ORD004418,OI009101,PROD0035,CUST00036,2024-12-29,Not as Described,2184.71
RET00484,ORD004419,OI009104,PROD0024,CUST00230,2024-12-03,Size/Fit Issue,3493.68
RET00485,ORD004450,OI009164,PROD0049,CUST00237,2025-03-27,Size/Fit Issue,482.17
RET00486,ORD004460,OI009185,PROD0007,CUST00406,2024-10-26,Wrong Item Delivered,2278.43
RET00487,ORD004464,OI009197,PROD0032,CUST00309,2024-04-17,Product Damaged,1603.35
RET00488,ORD004475,OI009224,PROD0020,CUST00029,2025-07-12,Better Price Found Elsewhere,4914.12
RET00489,ORD004477,OI009227,PROD0009,CUST00377,2024-07-13,Wrong Item Delivered,21583.14
RET00490,ORD004484,OI009236,PROD0007,CUST00536,2025-02-22,Product Damaged,2398.35
RET00491,ORD004494,OI009253,PROD0039,CUST00421,2024-08-31,Size/Fit Issue,544.86
RET00492,ORD004498,OI009262,PROD0050,CUST00410,2025-03-21,Product Damaged,1425.51
RET00493,ORD004501,OI009267,PROD0033,CUST00578,2025-07-29,Better Price Found Elsewhere,7158.15
RET00494,ORD004515,OI009294,PROD0011,CUST00163,2024-09-21,Not as Described,2320.07
RET00495,ORD004517,OI009297,PROD0006,CUST00343,2024-09-20,Changed Mind,1315.64
RET00496,ORD004528,OI009319,PROD0049,CUST00209,2025-12-15,Quality Issue,458.06
RET00497,ORD004530,OI009323,PROD0007,CUST00279,2025-10-28,Quality Issue,2398.35
RET00498,ORD004553,OI009366,PROD0018,CUST00400,2025-03-03,Better Price Found Elsewhere,4185.64
RET00499,ORD004559,OI009378,PROD0030,CUST00053,2025-11-21,Better Price Found Elsewhere,1100.33
RET00500,ORD004578,OI009409,PROD0004,CUST00335,2025-11-14,Quality Issue,1576.8
RET00501,ORD004597,OI009446,PROD0013,CUST00072,2024-11-20,Size/Fit Issue,2374.52
RET00502,ORD004602,OI009457,PROD0007,CUST00549,2025-10-06,Wrong Item Delivered,2398.35
RET00503,ORD004605,OI009464,PROD0007,CUST00184,2025-09-21,Not as Described,2158.52
RET00504,ORD004609,OI009475,PROD0049,CUST00313,2024-04-06,Not as Described,482.17
RET00505,ORD004619,OI009499,PROD0003,CUST00403,2024-08-18,Wrong Item Delivered,2828.35
RET00506,ORD004632,OI009531,PROD0014,CUST00333,2025-04-16,Wrong Item Delivered,2757.65
RET00507,ORD004637,OI009539,PROD0028,CUST00005,2025-06-25,Not as Described,7337.58
RET00508,ORD004647,OI009560,PROD0049,CUST00445,2025-07-16,Size/Fit Issue,409.84
RET00509,ORD004649,OI009565,PROD0013,CUST00118,2025-07-14,Not as Described,2374.52
RET00510,ORD004654,OI009573,PROD0049,CUST00559,2025-03-13,Quality Issue,433.95
RET00511,ORD004662,OI009587,PROD0040,CUST00558,2024-04-11,Wrong Item Delivered,4780.19
RET00512,ORD004675,OI009620,PROD0021,CUST00378,2024-12-12,Changed Mind,2839.65
RET00513,ORD004678,OI009623,PROD0013,CUST00396,2025-09-03,Changed Mind,2137.07
RET00514,ORD004685,OI009642,PROD0007,CUST00540,2025-03-13,Quality Issue,2398.35
RET00515,ORD004697,OI009661,PROD0011,CUST00240,2026-01-07,Product Damaged,2729.5
RET00516,ORD004704,OI009675,PROD0013,CUST00441,2025-06-04,Quality Issue,2374.52
RET00517,ORD004706,OI009681,PROD0049,CUST00061,2024-07-31,Quality Issue,964.34
RET00518,ORD004708,OI009685,PROD0050,CUST00265,2025-01-04,Better Price Found Elsewhere,637.73
RET00519,ORD004711,OI009696,PROD0050,CUST00106,2025-01-29,Quality Issue,1350.49
RET00520,ORD004718,OI009708,PROD0044,CUST00178,2024-10-15,Changed Mind,311.15
RET00521,ORD004729,OI009728,PROD0039,CUST00168,2025-04-08,Better Price Found Elsewhere,681.07
RET00522,ORD004730,OI009729,PROD0050,CUST00587,2025-09-27,Changed Mind,750.27
RET00523,ORD004746,OI009762,PROD0011,CUST00127,2024-10-27,Better Price Found Elsewhere,2593.02
RET00524,ORD004749,OI009770,PROD0013,CUST00378,2024-02-25,Better Price Found Elsewhere,2018.34
RET00525,ORD004754,OI009781,PROD0040,CUST00065,2025-06-19,Better Price Found Elsewhere,5311.32
RET00526,ORD004756,OI009786,PROD0049,CUST00382,2024-12-02,Size/Fit Issue,433.95
RET00527,ORD004767,OI009805,PROD0044,CUST00157,2024-10-18,Wrong Item Delivered,311.15
RET00528,ORD004775,OI009825,PROD0008,CUST00315,2024-04-23,Product Damaged,1111.28
RET00529,ORD004784,OI009841,PROD0007,CUST00526,2025-09-10,Product Damaged,2038.6
RET00530,ORD004793,OI009858,PROD0049,CUST00580,2025-02-21,Better Price Found Elsewhere,458.06
RET00531,ORD004817,OI009913,PROD0050,CUST00239,2025-06-17,Quality Issue,600.22
RET00532,ORD004819,OI009916,PROD0049,CUST00254,2025-11-05,Size/Fit Issue,482.17
RET00533,ORD004824,OI009930,PROD0044,CUST00348,2025-10-09,Wrong Item Delivered,280.03
RET00534,ORD004839,OI009955,PROD0029,CUST00442,2025-08-02,Quality Issue,1969.95
RET00535,ORD004859,OI009994,PROD0034,CUST00549,2025-09-30,Better Price Found Elsewhere,560.7
RET00536,ORD004872,OI010016,PROD0024,CUST00223,2025-01-17,Quality Issue,9432.94
RET00537,ORD004873,OI010018,PROD0049,CUST00309,2024-08-12,Changed Mind,458.06
RET00538,ORD004874,OI010022,PROD0040,CUST00581,2025-03-30,Not as Described,4249.06
RET00539,ORD004875,OI010026,PROD0045,CUST00329,2025-10-13,Quality Issue,3406.42
RET00540,ORD004880,OI010034,PROD0049,CUST00279,2025-11-20,Size/Fit Issue,433.95
RET00541,ORD004881,OI010038,PROD0031,CUST00035,2025-08-26,Quality Issue,1380.78
RET00542,ORD004888,OI010050,PROD0005,CUST00185,2025-06-04,Better Price Found Elsewhere,2808.35
RET00543,ORD004891,OI010053,PROD0046,CUST00247,2024-07-11,Product Damaged,425.08
RET00544,ORD004894,OI010059,PROD0007,CUST00467,2025-05-05,Wrong Item Delivered,4796.7
RET00545,ORD004906,OI010087,PROD0007,CUST00143,2024-02-16,Size/Fit Issue,2278.43
RET00546,ORD004918,OI010109,PROD0040,CUST00499,2024-08-09,Quality Issue,15933.96
RET00547,ORD004921,OI010119,PROD0049,CUST00547,2025-10-25,Not as Described,482.17
RET00548,ORD004928,OI010140,PROD0013,CUST00600,2024-09-17,Changed Mind,2255.79
RET00549,ORD004946,OI010173,PROD0034,CUST00430,2025-07-24,Changed Mind,1183.7
RET00550,ORD004989,OI010274,PROD0049,CUST00558,2025-12-18,Better Price Found Elsewhere,433.95
RET00551,ORD005000,OI010297,PROD0020,CUST00207,2025-06-24,Better Price Found Elsewhere,4914.12
RET00552,ORD005001,OI010298,PROD0013,CUST00591,2024-10-09,Quality Issue,6411.2
RET00553,ORD005011,OI010320,PROD0049,CUST00416,2025-11-02,Product Damaged,409.84
RET00554,ORD005029,OI010359,PROD0028,CUST00294,2024-09-06,Size/Fit Issue,9171.98
RET00555,ORD005041,OI010386,PROD0040,CUST00041,2024-10-06,Wrong Item Delivered,10622.64
RET00556,ORD005064,OI010431,PROD0049,CUST00274,2024-07-22,Size/Fit Issue,458.06
RET00557,ORD005066,OI010434,PROD0023,CUST00184,2025-05-17,Wrong Item Delivered,2142.79
RET00558,ORD005092,OI010482,PROD0023,CUST00279,2025-10-19,Changed Mind,4071.3
RET00559,ORD005139,OI010588,PROD0029,CUST00328,2024-04-26,Not as Described,1658.9
RET00560,ORD005182,OI010663,PROD0049,CUST00232,2024-12-21,Product Damaged,458.06
RET00561,ORD005185,OI010666,PROD0013,CUST00116,2025-04-04,Size/Fit Issue,2374.52
RET00562,ORD005198,OI010695,PROD0007,CUST00035,2025-09-15,Wrong Item Delivered,4556.86
RET00563,ORD005200,OI010698,PROD0023,CUST00313,2024-12-30,Quality Issue,1821.37
RET00564,ORD005206,OI010708,PROD0007,CUST00480,2025-07-05,Quality Issue,6115.79
RET00565,ORD005208,OI010710,PROD0034,CUST00304,2025-12-06,Product Damaged,560.7
RET00566,ORD005220,OI010746,PROD0013,CUST00102,2025-09-06,Size/Fit Issue,2137.07
RET00567,ORD005223,OI010749,PROD0049,CUST00058,2025-04-19,Quality Issue,482.17
RET00568,ORD005225,OI010752,PROD0049,CUST00376,2025-02-17,Better Price Found Elsewhere,409.84
RET00569,ORD005228,OI010756,PROD0013,CUST00039,2025-06-15,Size/Fit Issue,4511.59
RET00570,ORD005239,OI010782,PROD0044,CUST00254,2024-12-30,Not as Described,264.48
RET00571,ORD005243,OI010789,PROD0050,CUST00441,2024-12-21,Better Price Found Elsewhere,1350.49
RET00572,ORD005261,OI010827,PROD0040,CUST00075,2024-10-30,Better Price Found Elsewhere,5311.32
RET00573,ORD005267,OI010833,PROD0042,CUST00317,2025-12-20,Better Price Found Elsewhere,2859.6
RET00574,ORD005276,OI010852,PROD0035,CUST00014,2025-11-27,Changed Mind,4599.38
RET00575,ORD005281,OI010862,PROD0007,CUST00404,2025-05-17,Size/Fit Issue,2278.43
